"date","pm25","year","month","day","Address"
"20000416.tif",2.72145590164679,"2000","04","16","Minneapolis-St. Paul, MN"
"20000417.tif",11.9053236460514,"2000","04","17","Minneapolis-St. Paul, MN"
"20000418.tif",27.8805249989462,"2000","04","18","Minneapolis-St. Paul, MN"
"20000419.tif",16.8709379374552,"2000","04","19","Minneapolis-St. Paul, MN"
"20000420.tif",9.01695878214116,"2000","04","20","Minneapolis-St. Paul, MN"
"20000421.tif",10.6000978586485,"2000","04","21","Minneapolis-St. Paul, MN"
"20000422.tif",14.3321377184751,"2000","04","22","Minneapolis-St. Paul, MN"
"20000423.tif",9.37147426605225,"2000","04","23","Minneapolis-St. Paul, MN"
"20000424.tif",10.6418157344242,"2000","04","24","Minneapolis-St. Paul, MN"
"20000425.tif",9.9870320601429,"2000","04","25","Minneapolis-St. Paul, MN"
"20000426.tif",9.47064121850103,"2000","04","26","Minneapolis-St. Paul, MN"
"20000427.tif",9.58630666801398,"2000","04","27","Minneapolis-St. Paul, MN"
"20000428.tif",7.35242877246665,"2000","04","28","Minneapolis-St. Paul, MN"
"20000429.tif",6.52500749148911,"2000","04","29","Minneapolis-St. Paul, MN"
"20000430.tif",12.7004926118919,"2000","04","30","Minneapolis-St. Paul, MN"
"20000501.tif",6.39869357870637,"2000","05","01","Minneapolis-St. Paul, MN"
"20000502.tif",9.3815352728041,"2000","05","02","Minneapolis-St. Paul, MN"
"20000503.tif",13.8394974358648,"2000","05","03","Minneapolis-St. Paul, MN"
"20000504.tif",10.3089866020697,"2000","05","04","Minneapolis-St. Paul, MN"
"20000505.tif",9.790111754438,"2000","05","05","Minneapolis-St. Paul, MN"
"20000506.tif",11.2950369539878,"2000","05","06","Minneapolis-St. Paul, MN"
"20000507.tif",15.5050878662,"2000","05","07","Minneapolis-St. Paul, MN"
"20000508.tif",12.9671792435131,"2000","05","08","Minneapolis-St. Paul, MN"
"20000509.tif",6.90551379773257,"2000","05","09","Minneapolis-St. Paul, MN"
"20000510.tif",7.38705064924501,"2000","05","10","Minneapolis-St. Paul, MN"
"20000511.tif",13.4792263662215,"2000","05","11","Minneapolis-St. Paul, MN"
"20000512.tif",9.80552137498375,"2000","05","12","Minneapolis-St. Paul, MN"
"20000513.tif",3.60766665369487,"2000","05","13","Minneapolis-St. Paul, MN"
"20000514.tif",6.06720971375061,"2000","05","14","Minneapolis-St. Paul, MN"
"20000515.tif",9.77782117034034,"2000","05","15","Minneapolis-St. Paul, MN"
"20000516.tif",10.3970157499794,"2000","05","16","Minneapolis-St. Paul, MN"
"20000517.tif",14.9022822345761,"2000","05","17","Minneapolis-St. Paul, MN"
"20000518.tif",5.297116137237,"2000","05","18","Minneapolis-St. Paul, MN"
"20000519.tif",8.13775460840129,"2000","05","19","Minneapolis-St. Paul, MN"
"20000520.tif",15.436883651953,"2000","05","20","Minneapolis-St. Paul, MN"
"20000521.tif",11.284867519955,"2000","05","21","Minneapolis-St. Paul, MN"
"20000522.tif",9.38674341174338,"2000","05","22","Minneapolis-St. Paul, MN"
"20000523.tif",6.47600132955922,"2000","05","23","Minneapolis-St. Paul, MN"
"20000524.tif",6.29570825119242,"2000","05","24","Minneapolis-St. Paul, MN"
"20000525.tif",8.1365988580443,"2000","05","25","Minneapolis-St. Paul, MN"
"20000526.tif",9.30629668132864,"2000","05","26","Minneapolis-St. Paul, MN"
"20000527.tif",3.32899205118632,"2000","05","27","Minneapolis-St. Paul, MN"
"20000528.tif",4.405718755379,"2000","05","28","Minneapolis-St. Paul, MN"
"20000529.tif",7.40459987242445,"2000","05","29","Minneapolis-St. Paul, MN"
"20000530.tif",17.2480155478279,"2000","05","30","Minneapolis-St. Paul, MN"
"20000531.tif",10.6416576097337,"2000","05","31","Minneapolis-St. Paul, MN"
"20000601.tif",5.70191749222845,"2000","06","01","Minneapolis-St. Paul, MN"
"20000602.tif",4.45725198100797,"2000","06","02","Minneapolis-St. Paul, MN"
"20000603.tif",9.24377688057989,"2000","06","03","Minneapolis-St. Paul, MN"
"20000604.tif",3.84288323354378,"2000","06","04","Minneapolis-St. Paul, MN"
"20000605.tif",6.05926143522743,"2000","06","05","Minneapolis-St. Paul, MN"
"20000606.tif",7.65429309803805,"2000","06","06","Minneapolis-St. Paul, MN"
"20000607.tif",11.1933683903097,"2000","06","07","Minneapolis-St. Paul, MN"
"20000608.tif",13.6857879419121,"2000","06","08","Minneapolis-St. Paul, MN"
"20000609.tif",14.9516144622144,"2000","06","09","Minneapolis-St. Paul, MN"
"20000610.tif",13.3884261494918,"2000","06","10","Minneapolis-St. Paul, MN"
"20000611.tif",5.624709026419,"2000","06","11","Minneapolis-St. Paul, MN"
"20000612.tif",10.1822528633282,"2000","06","12","Minneapolis-St. Paul, MN"
"20000613.tif",7.37658871506615,"2000","06","13","Minneapolis-St. Paul, MN"
"20000614.tif",3.41891131126623,"2000","06","14","Minneapolis-St. Paul, MN"
"20000615.tif",5.85894470763721,"2000","06","15","Minneapolis-St. Paul, MN"
"20000616.tif",4.82749616842476,"2000","06","16","Minneapolis-St. Paul, MN"
"20000617.tif",4.41518320282586,"2000","06","17","Minneapolis-St. Paul, MN"
"20000618.tif",5.75032199544015,"2000","06","18","Minneapolis-St. Paul, MN"
"20000619.tif",11.036418091479,"2000","06","19","Minneapolis-St. Paul, MN"
"20000620.tif",6.69883674511807,"2000","06","20","Minneapolis-St. Paul, MN"
"20000621.tif",4.63020538940704,"2000","06","21","Minneapolis-St. Paul, MN"
"20000622.tif",6.86535121382569,"2000","06","22","Minneapolis-St. Paul, MN"
"20000623.tif",8.47345308262667,"2000","06","23","Minneapolis-St. Paul, MN"
"20000624.tif",6.04304083474248,"2000","06","24","Minneapolis-St. Paul, MN"
"20000625.tif",7.3118944751273,"2000","06","25","Minneapolis-St. Paul, MN"
"20000626.tif",4.73531811014354,"2000","06","26","Minneapolis-St. Paul, MN"
"20000627.tif",5.69447781542222,"2000","06","27","Minneapolis-St. Paul, MN"
"20000628.tif",5.44710795827907,"2000","06","28","Minneapolis-St. Paul, MN"
"20000629.tif",5.64299116203253,"2000","06","29","Minneapolis-St. Paul, MN"
"20000630.tif",8.19414584756755,"2000","06","30","Minneapolis-St. Paul, MN"
"20000701.tif",8.6446912751781,"2000","07","01","Minneapolis-St. Paul, MN"
"20000702.tif",7.89969641527684,"2000","07","02","Minneapolis-St. Paul, MN"
"20000703.tif",13.1196671424152,"2000","07","03","Minneapolis-St. Paul, MN"
"20000704.tif",17.7605075561743,"2000","07","04","Minneapolis-St. Paul, MN"
"20000705.tif",11.3871247133763,"2000","07","05","Minneapolis-St. Paul, MN"
"20000706.tif",10.4470332234883,"2000","07","06","Minneapolis-St. Paul, MN"
"20000707.tif",12.4847184256684,"2000","07","07","Minneapolis-St. Paul, MN"
"20000708.tif",17.6006970371274,"2000","07","08","Minneapolis-St. Paul, MN"
"20000709.tif",5.79344967629412,"2000","07","09","Minneapolis-St. Paul, MN"
"20000710.tif",9.33469516767872,"2000","07","10","Minneapolis-St. Paul, MN"
"20000711.tif",10.6056401575212,"2000","07","11","Minneapolis-St. Paul, MN"
"20000712.tif",7.75442411916719,"2000","07","12","Minneapolis-St. Paul, MN"
"20000713.tif",7.0121089674586,"2000","07","13","Minneapolis-St. Paul, MN"
"20000714.tif",6.85400339853849,"2000","07","14","Minneapolis-St. Paul, MN"
"20000715.tif",8.98606263990883,"2000","07","15","Minneapolis-St. Paul, MN"
"20000716.tif",6.77783994537463,"2000","07","16","Minneapolis-St. Paul, MN"
"20000717.tif",4.52102960785516,"2000","07","17","Minneapolis-St. Paul, MN"
"20000718.tif",4.4662149690038,"2000","07","18","Minneapolis-St. Paul, MN"
"20000719.tif",5.74251268578948,"2000","07","19","Minneapolis-St. Paul, MN"
"20000720.tif",5.33087596275824,"2000","07","20","Minneapolis-St. Paul, MN"
"20000721.tif",7.41632639246879,"2000","07","21","Minneapolis-St. Paul, MN"
"20000722.tif",7.53281373428784,"2000","07","22","Minneapolis-St. Paul, MN"
"20000723.tif",13.0017055676138,"2000","07","23","Minneapolis-St. Paul, MN"
"20000724.tif",11.1637083437803,"2000","07","24","Minneapolis-St. Paul, MN"
"20000725.tif",16.3958387855146,"2000","07","25","Minneapolis-St. Paul, MN"
"20000726.tif",7.93077027368889,"2000","07","26","Minneapolis-St. Paul, MN"
"20000727.tif",8.55668593825196,"2000","07","27","Minneapolis-St. Paul, MN"
"20000728.tif",20.1403856620514,"2000","07","28","Minneapolis-St. Paul, MN"
"20000729.tif",21.7188161122713,"2000","07","29","Minneapolis-St. Paul, MN"
"20000730.tif",11.4739095976027,"2000","07","30","Minneapolis-St. Paul, MN"
"20000731.tif",16.4733980782598,"2000","07","31","Minneapolis-St. Paul, MN"
"20000801.tif",13.8756584400753,"2000","08","01","Minneapolis-St. Paul, MN"
"20000802.tif",9.45086121387619,"2000","08","02","Minneapolis-St. Paul, MN"
"20000803.tif",7.53223077513331,"2000","08","03","Minneapolis-St. Paul, MN"
"20000804.tif",11.2785245840498,"2000","08","04","Minneapolis-St. Paul, MN"
"20000805.tif",8.76755796062003,"2000","08","05","Minneapolis-St. Paul, MN"
"20000806.tif",6.91524835970762,"2000","08","06","Minneapolis-St. Paul, MN"
"20000807.tif",9.43497956227913,"2000","08","07","Minneapolis-St. Paul, MN"
"20000808.tif",8.29672986311878,"2000","08","08","Minneapolis-St. Paul, MN"
"20000809.tif",6.19769862058351,"2000","08","09","Minneapolis-St. Paul, MN"
"20000810.tif",10.2102061621577,"2000","08","10","Minneapolis-St. Paul, MN"
"20000811.tif",11.4974242217249,"2000","08","11","Minneapolis-St. Paul, MN"
"20000812.tif",14.4901926809078,"2000","08","12","Minneapolis-St. Paul, MN"
"20000813.tif",6.48441810402081,"2000","08","13","Minneapolis-St. Paul, MN"
"20000814.tif",11.9861763672863,"2000","08","14","Minneapolis-St. Paul, MN"
"20000815.tif",6.30519297140108,"2000","08","15","Minneapolis-St. Paul, MN"
"20000816.tif",6.02008788019633,"2000","08","16","Minneapolis-St. Paul, MN"
"20000817.tif",5.34828469564589,"2000","08","17","Minneapolis-St. Paul, MN"
"20000818.tif",7.52988145677306,"2000","08","18","Minneapolis-St. Paul, MN"
"20000819.tif",8.27292267538661,"2000","08","19","Minneapolis-St. Paul, MN"
"20000820.tif",9.6831623392997,"2000","08","20","Minneapolis-St. Paul, MN"
"20000821.tif",13.2461873678852,"2000","08","21","Minneapolis-St. Paul, MN"
"20000822.tif",22.6404478224061,"2000","08","22","Minneapolis-St. Paul, MN"
"20000823.tif",21.1192168915014,"2000","08","23","Minneapolis-St. Paul, MN"
"20000824.tif",15.4828628018606,"2000","08","24","Minneapolis-St. Paul, MN"
"20000825.tif",17.4660809057222,"2000","08","25","Minneapolis-St. Paul, MN"
"20000826.tif",10.9753351760425,"2000","08","26","Minneapolis-St. Paul, MN"
"20000827.tif",13.9666945985753,"2000","08","27","Minneapolis-St. Paul, MN"
"20000828.tif",22.7319063557138,"2000","08","28","Minneapolis-St. Paul, MN"
"20000829.tif",7.32383724939909,"2000","08","29","Minneapolis-St. Paul, MN"
"20000830.tif",24.3363771918866,"2000","08","30","Minneapolis-St. Paul, MN"
"20000831.tif",20.7169069660653,"2000","08","31","Minneapolis-St. Paul, MN"
"20000901.tif",4.96353850604819,"2000","09","01","Minneapolis-St. Paul, MN"
"20000902.tif",7.9744581249978,"2000","09","02","Minneapolis-St. Paul, MN"
"20000903.tif",3.43944891236669,"2000","09","03","Minneapolis-St. Paul, MN"
"20000904.tif",4.39561869772218,"2000","09","04","Minneapolis-St. Paul, MN"
"20000905.tif",5.69714112933591,"2000","09","05","Minneapolis-St. Paul, MN"
"20000906.tif",9.55983562606702,"2000","09","06","Minneapolis-St. Paul, MN"
"20000907.tif",9.242650838207,"2000","09","07","Minneapolis-St. Paul, MN"
"20000908.tif",8.59526613290361,"2000","09","08","Minneapolis-St. Paul, MN"
"20000909.tif",13.7520599776892,"2000","09","09","Minneapolis-St. Paul, MN"
"20000910.tif",7.21771587742318,"2000","09","10","Minneapolis-St. Paul, MN"
"20000911.tif",12.4146417713851,"2000","09","11","Minneapolis-St. Paul, MN"
"20000912.tif",6.35390065899856,"2000","09","12","Minneapolis-St. Paul, MN"
"20000913.tif",6.62013130736866,"2000","09","13","Minneapolis-St. Paul, MN"
"20000914.tif",4.02869744266537,"2000","09","14","Minneapolis-St. Paul, MN"
"20000915.tif",6.27247570916045,"2000","09","15","Minneapolis-St. Paul, MN"
"20000916.tif",7.6393755665786,"2000","09","16","Minneapolis-St. Paul, MN"
"20000917.tif",8.68051303204873,"2000","09","17","Minneapolis-St. Paul, MN"
"20000918.tif",10.6431737083325,"2000","09","18","Minneapolis-St. Paul, MN"
"20000919.tif",9.32416700802261,"2000","09","19","Minneapolis-St. Paul, MN"
"20000920.tif",4.05932520447875,"2000","09","20","Minneapolis-St. Paul, MN"
"20000921.tif",4.53735483807626,"2000","09","21","Minneapolis-St. Paul, MN"
"20000922.tif",3.57162576785191,"2000","09","22","Minneapolis-St. Paul, MN"
"20000923.tif",4.46223623975575,"2000","09","23","Minneapolis-St. Paul, MN"
"20000924.tif",6.60640607291846,"2000","09","24","Minneapolis-St. Paul, MN"
"20000925.tif",13.8439925282979,"2000","09","25","Minneapolis-St. Paul, MN"
"20000926.tif",7.34578733306995,"2000","09","26","Minneapolis-St. Paul, MN"
"20000927.tif",4.14717207023566,"2000","09","27","Minneapolis-St. Paul, MN"
"20000928.tif",7.24685026758866,"2000","09","28","Minneapolis-St. Paul, MN"
"20000929.tif",11.8710817090041,"2000","09","29","Minneapolis-St. Paul, MN"
"20000930.tif",11.5555025210483,"2000","09","30","Minneapolis-St. Paul, MN"
"20001001.tif",18.5234769505563,"2000","10","01","Minneapolis-St. Paul, MN"
"20001002.tif",7.48342639250721,"2000","10","02","Minneapolis-St. Paul, MN"
"20001003.tif",7.1208626623634,"2000","10","03","Minneapolis-St. Paul, MN"
"20001004.tif",6.61525488928925,"2000","10","04","Minneapolis-St. Paul, MN"
"20001005.tif",7.99031806163651,"2000","10","05","Minneapolis-St. Paul, MN"
"20001006.tif",5.05423731255017,"2000","10","06","Minneapolis-St. Paul, MN"
"20001007.tif",3.103730928126,"2000","10","07","Minneapolis-St. Paul, MN"
"20001008.tif",8.06411283822368,"2000","10","08","Minneapolis-St. Paul, MN"
"20001009.tif",10.2859350245634,"2000","10","09","Minneapolis-St. Paul, MN"
"20001010.tif",8.38032305669442,"2000","10","10","Minneapolis-St. Paul, MN"
"20001011.tif",10.0952169946629,"2000","10","11","Minneapolis-St. Paul, MN"
"20001012.tif",10.0227079837442,"2000","10","12","Minneapolis-St. Paul, MN"
"20001013.tif",14.5248803817969,"2000","10","13","Minneapolis-St. Paul, MN"
"20001014.tif",11.0940453371556,"2000","10","14","Minneapolis-St. Paul, MN"
"20001015.tif",7.75024472380714,"2000","10","15","Minneapolis-St. Paul, MN"
"20001016.tif",16.0359750857456,"2000","10","16","Minneapolis-St. Paul, MN"
"20001017.tif",16.6226221606028,"2000","10","17","Minneapolis-St. Paul, MN"
"20001018.tif",19.1235286520539,"2000","10","18","Minneapolis-St. Paul, MN"
"20001019.tif",12.819334922077,"2000","10","19","Minneapolis-St. Paul, MN"
"20001020.tif",10.0160042261906,"2000","10","20","Minneapolis-St. Paul, MN"
"20001021.tif",8.23426126576156,"2000","10","21","Minneapolis-St. Paul, MN"
"20001022.tif",19.0131090424901,"2000","10","22","Minneapolis-St. Paul, MN"
"20001023.tif",29.7146599447127,"2000","10","23","Minneapolis-St. Paul, MN"
"20001024.tif",28.8781312901339,"2000","10","24","Minneapolis-St. Paul, MN"
"20001025.tif",17.1398475290202,"2000","10","25","Minneapolis-St. Paul, MN"
"20001026.tif",13.0690388988248,"2000","10","26","Minneapolis-St. Paul, MN"
"20001027.tif",4.24082001679235,"2000","10","27","Minneapolis-St. Paul, MN"
"20001028.tif",4.59406379830065,"2000","10","28","Minneapolis-St. Paul, MN"
"20001029.tif",11.302543983185,"2000","10","29","Minneapolis-St. Paul, MN"
"20001030.tif",13.9914432429581,"2000","10","30","Minneapolis-St. Paul, MN"
"20001031.tif",46.8467374568363,"2000","10","31","Minneapolis-St. Paul, MN"
"20001101.tif",20.0991779162729,"2000","11","01","Minneapolis-St. Paul, MN"
"20001102.tif",4.945176736914,"2000","11","02","Minneapolis-St. Paul, MN"
"20001103.tif",3.32163385435832,"2000","11","03","Minneapolis-St. Paul, MN"
"20001104.tif",5.89141436961057,"2000","11","04","Minneapolis-St. Paul, MN"
"20001105.tif",6.28323542642936,"2000","11","05","Minneapolis-St. Paul, MN"
"20001106.tif",11.1769396075242,"2000","11","06","Minneapolis-St. Paul, MN"
"20001107.tif",6.6178785965597,"2000","11","07","Minneapolis-St. Paul, MN"
"20001108.tif",8.67030291934665,"2000","11","08","Minneapolis-St. Paul, MN"
"20001109.tif",12.5260644405008,"2000","11","09","Minneapolis-St. Paul, MN"
"20001110.tif",11.0048985995835,"2000","11","10","Minneapolis-St. Paul, MN"
"20001111.tif",14.3590131389151,"2000","11","11","Minneapolis-St. Paul, MN"
"20001112.tif",12.8950052124133,"2000","11","12","Minneapolis-St. Paul, MN"
"20001113.tif",10.252305891874,"2000","11","13","Minneapolis-St. Paul, MN"
"20001114.tif",10.8356507733571,"2000","11","14","Minneapolis-St. Paul, MN"
"20001115.tif",10.1585405164485,"2000","11","15","Minneapolis-St. Paul, MN"
"20001116.tif",5.08134683430624,"2000","11","16","Minneapolis-St. Paul, MN"
"20001117.tif",5.38977316300646,"2000","11","17","Minneapolis-St. Paul, MN"
"20001118.tif",12.4211063179181,"2000","11","18","Minneapolis-St. Paul, MN"
"20001119.tif",9.38774387441951,"2000","11","19","Minneapolis-St. Paul, MN"
"20001120.tif",4.37029060442671,"2000","11","20","Minneapolis-St. Paul, MN"
"20001121.tif",18.4410880040779,"2000","11","21","Minneapolis-St. Paul, MN"
"20001122.tif",17.38964375146,"2000","11","22","Minneapolis-St. Paul, MN"
"20001123.tif",33.3317657717698,"2000","11","23","Minneapolis-St. Paul, MN"
"20001124.tif",35.801894235954,"2000","11","24","Minneapolis-St. Paul, MN"
"20001125.tif",53.5010283765175,"2000","11","25","Minneapolis-St. Paul, MN"
"20001126.tif",24.2107492076407,"2000","11","26","Minneapolis-St. Paul, MN"
"20001127.tif",17.2199374137165,"2000","11","27","Minneapolis-St. Paul, MN"
"20001128.tif",18.2084704680409,"2000","11","28","Minneapolis-St. Paul, MN"
"20001129.tif",10.092339217234,"2000","11","29","Minneapolis-St. Paul, MN"
"20001130.tif",7.7383103267752,"2000","11","30","Minneapolis-St. Paul, MN"
"20001201.tif",4.80029904756615,"2000","12","01","Minneapolis-St. Paul, MN"
"20001202.tif",14.5047047910073,"2000","12","02","Minneapolis-St. Paul, MN"
"20001203.tif",12.7548314375843,"2000","12","03","Minneapolis-St. Paul, MN"
"20001204.tif",9.79480686462183,"2000","12","04","Minneapolis-St. Paul, MN"
"20001205.tif",7.30922344948748,"2000","12","05","Minneapolis-St. Paul, MN"
"20001206.tif",9.46609286438647,"2000","12","06","Minneapolis-St. Paul, MN"
